year,ls_number,ac_id,name,party,gender,caste,portfolio,rank,appointment_begin,appointment_end,house,constituency,pid,State,start_source,end_source,comments,type_begin,type_end,dyn,comments
2009,15,6,LALCHAND KATARIA,INC,M,IC,Rural Development,MoS,30-10-2012,26-05-2014,Lok Sabha,JAIPUR RURAL,15_Rajasthan_6_0_1,Rajasthan,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_873.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,,mid_term,end_of_term,1,His father Ram Pratap Kataria was Congress MLA.
1990,9,,LALIT VIJAY SINGH,JD,M,,Defence,MoS,21-11-1990,21-06-1991,Lok Sabha,BEGUSARAI,9_Bihar_33_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1574.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,,mid_term,end_of_term,0,
2004,14,,LALU PRASAD YADAV,RJD,M,OBC,Railways,CM,22-05-2004,22-05-2009,Lok Sabha,MADHEPURA,14_Bihar_21_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,start_of_term,end_of_term,0,"He started his political career in 1970, when he was made General secretary of the Patna University student's Union. He participated very actively in the youth-led J.P Narayan movement where his initiative was spotted by the state leadership, who then promoted his entry into full fledged state politics."
1991,10,,M RAJASEKARA MURTHY,INC,M,,Surface Transport,MoS(IC),15-09-1995,16-05-1996,Rajya Sabha,NA,NA ,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1591.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1607.pdf,,mid_term,end_of_term,0,
1991,10,,M. ARUNACHALAM,INC,M,,Urban Development,MoS,21-06-1991,18-01-1993,Lok Sabha,TENKASI,10_Tamil_Nadu_37_0_1,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1552.pdf,,start_of_term,mid_term,0,
1991,10,,M. ARUNACHALAM,INC,M,,Industry,MoS,18-01-1993,03-04-1996,Lok Sabha,TENKASI,10_Tamil_Nadu_37_0_1,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1552.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1604.pdf,,mid_term,mid_term,0,
1996,11,,M. ARUNACHALAM,TMC(M),M,,Urban Affairs and Employment,CM,01-06-1996,29-06-1996,Lok Sabha,TENKASI,11_Tamil_Nadu_37_0_1,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1612.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1614.pdf,,mid_term,mid_term,0,
1996,11,,M. ARUNACHALAM,TMC(M),M,,Labour,CM,29-06-1996,21-04-1997,Lok Sabha,TENKASI,11_Tamil_Nadu_37_0_1,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1614.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1622.pdf,,mid_term,mid_term,0,
1996,11,,M. ARUNACHALAM,TMC(M),M,,Labour,CM,01-05-1997,09-06-1997,Lok Sabha,TENKASI,11_Tamil_Nadu_37_0_1,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1626.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1629.pdf,,mid_term,mid_term,0,
1996,11,,M. ARUNACHALAM,TMC(M),M,,Chemicals and Fertilizers,CM,09-06-1997,25-12-1997,Lok Sabha,TENKASI,11_Tamil_Nadu_37_0_1,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1629.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1634.pdf,,mid_term,mid_term,0,
1999,13,,M. KANNAPAM,MDMK,M,,Non-Conventional Energy Sources,MoS(IC),13-10-1999,30-12-2003,Lok Sabha,TIRUCHENGODE,13_Tamil_Nadu_17_0_1,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1751.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1726.pdf,,start_of_term,mid_term,1,Son M.K Muthu is a member of DMK
1991,10,,M. L. FOTEDAR,INC,M,,Health and Family Welfare,CM,21-06-1991,17-01-1993,Rajya Sabha,NA,NA ,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1551.pdf,,start_of_term,mid_term,0,
1991,10,,M. M. JACOB,INC,M,,Parliamentary Affairs,MoS,21-06-1991,17-01-1993,Rajya Sabha,NA,NA ,Kerala,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1551.pdf,,start_of_term,mid_term,0,
1991,10,,M. M. JACOB,INC,M,,Home Affairs,MoS,21-06-1991,17-01-1993,Rajya Sabha,NA,NA ,Kerala,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1551.pdf,,start_of_term,mid_term,0,
1991,10,,M. MALLIKARJUN,INC,M,,Railways,MoS,21-06-1991,18-01-1993,Lok Sabha,MAHABUBNAGAR,10_Andhra_Pradesh_29_0_1,Andhra_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1552.pdf,,start_of_term,mid_term,,
1991,10,,M. MALLIKARJUN,INC,M,,Defence,MoS,18-01-1993,16-05-1996,Lok Sabha,MAHABUBNAGAR,10_Andhra_Pradesh_29_0_1,Andhra_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1552.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1607.pdf,,mid_term,end_of_term,,
1991,10,,M. MALLIKARJUN,INC,M,,Parliamentary Affairs,MoS,17-04-1994,16-05-1996,Lok Sabha,MAHABUBNAGAR,10_Andhra_Pradesh_29_0_1,Andhra_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1532.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1607.pdf,,mid_term,end_of_term,,
1991,10,,M. MALLIKARJUN,INC,M,,Railways,MoS,21-08-1995,19-09-1995,Lok Sabha,MAHABUBNAGAR,10_Andhra_Pradesh_29_0_1,Andhra_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1586.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1592.pdf,,mid_term,mid_term,,
1991,10,,M. O. H. FAROOK,INC,M,,Civil Aviation and Tourism,MoS,21-06-1991,17-01-1993,Lok Sabha,PONDICHERRY,10_Puducherry_1_0_1,Puducherry,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1551.pdf,,start_of_term,mid_term,0,
1996,11,,M. P. VEERENDRA KUMAR,JD,M,,Finance,MoS,21-02-1997,21-04-1997,Lok Sabha,CALICUT,11_Kerala_4_0_1,Kerala,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1620.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1622.pdf,,mid_term,mid_term,0,
1996,11,,M. P. VEERENDRA KUMAR,JD,M,,Finance,MoS,21-04-1997,09-06-1997,Lok Sabha,CALICUT,11_Kerala_4_0_1,Kerala,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1623.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1629.pdf,,mid_term,mid_term,0,
1996,11,,M. P. VEERENDRA KUMAR,JD,M,,Labour,MoS(IC),09-06-1997,19-03-1998,Lok Sabha,CALICUT,11_Kerala_4_0_1,Kerala,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1629.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1637.pdf,,mid_term,end_of_term,0,
1998,12,,M. THAMBIDURAI,ADMK,M,,"Law, Justice, and Company Affairs",CM,19-03-1998,09-04-1999,Lok Sabha,KARUR,12_Tamil_Nadu_26_0_1,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1639.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1652.pdf,,start_of_term,mid_term,0,
1998,12,,M. THAMBIDURAI,ADMK,M,,Surface Transport,MoS,08-04-1998,09-04-1999,Lok Sabha,KARUR,12_Tamil_Nadu_26_0_1,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1641.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1652.pdf,,mid_term,mid_term,0,
1991,10,,M. V. CHANDRASHEKHARA MURTHY,INC,M,,Finance,MoS,18-01-1993,16-05-1996,Lok Sabha,KANAKAPURA,10_Karnataka_11_0_1,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1552.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1607.pdf,,mid_term,end_of_term,,
2009,15,27,M. VEERAPPA MOILY,INC,M,OBC,Law and Justice,CM,28-05-2009,12-07-2011,Lok Sabha,CHIKKBALLAPUR,15_Karnataka_27_0_1,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_935.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_917.pdf,,start_of_term,mid_term,1,"A lawyer by profession, Moily practised in the Mangalore Bar and then joined state politics. Fromer CM of Karnataka, he has held a string of important portfolios in national politics as well."
2009,15,27,M. VEERAPPA MOILY,INC,M,OBC,Corporate Affairs,CM,12-07-2011,28-10-2012,Lok Sabha,CHIKKBALLAPUR,15_Karnataka_27_0_1,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_917.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_874.pdf,,mid_term,mid_term,1,"A lawyer by profession, Moily practised in the Mangalore Bar and then joined state politics. Fromer CM of Karnataka, he has held a string of important portfolios in national politics as well."
2009,15,27,M. VEERAPPA MOILY,INC,M,OBC,Power,CM,31-07-2012,28-10-2012,Lok Sabha,CHIKKBALLAPUR,15_Karnataka_27_0_1,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_888.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_874.pdf,,mid_term,mid_term,1,"A lawyer by profession, Moily practised in the Mangalore Bar and then joined state politics. Fromer CM of Karnataka, he has held a string of important portfolios in national politics as well."
2009,15,27,M. VEERAPPA MOILY,INC,M,OBC,Petroleum and Natural Gas,CM,28-10-2012,26-05-2014,Lok Sabha,CHIKKBALLAPUR,15_Karnataka_27_0_1,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_874.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,,mid_term,end_of_term,1,"A lawyer by profession, Moily practised in the Mangalore Bar and then joined state politics. Fromer CM of Karnataka, he has held a string of important portfolios in national politics as well."
2009,15,27,M. VEERAPPA MOILY,INC,M,OBC,Environment and Forests,CM,21-12-2013,26-05-2014,Lok Sabha,CHIKKBALLAPUR,15_Karnataka_27_0_1,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_865.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,,mid_term,end_of_term,1,"A lawyer by profession, Moily practised in the Mangalore Bar and then joined state politics. Fromer CM of Karnataka, he has held a string of important portfolios in national politics as well."
2014,16,,M. VENKAIAH NAIDU,BJP,M,,Housing and Urban Affairs,CM,27-05-2014,05-07-2016,Rajya Sabha,NA,NA ,Karnataka,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,Rajya Sabha Former Members List,Change of State in RS,start_of_term,change_of_state_RS,0,
2014,16,,M. VENKAIAH NAIDU,BJP,M,,Housing and Urban Affairs,CM,05-07-2016,18-07-2017,Rajya Sabha,NA,NA ,Rajasthan,Rajya Sabha Former Members List,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1250.pdf,Change of State in RS,changed_state_in_RS,mid_term,0,
2014,16,,M. VENKAIAH NAIDU,BJP,M,,Information and Broadcasting,CM,05-07-2016,18-07-2017,Rajya Sabha,NA,NA ,Rajasthan,Rajya Sabha Former Members List,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1250.pdf,Change of State in RS,changed_state_in_RS,mid_term,0,
2014,16,,M. VENKAIAH NAIDU,BJP,M,,Parliamentary Affairs,CM,27-05-2014,05-07-2016,Rajya Sabha,NA,NA ,Karnataka,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,Rajya Sabha Former Members List,Change of State in RS,start_of_term,change_of_state_RS,0,
2014,16,,M. VENKAIAH NAIDU,BJP,M,,Urban Development,CM,27-05-2014,05-07-2016,Rajya Sabha,NA,NA ,Karnataka,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,Rajya Sabha Former Members List,Change of State in RS,start_of_term,change_of_state_RS,0,
2014,16,,M. VENKAIAH NAIDU,BJP,M,,Urban Development,CM,05-07-2016,17-07-2017,Rajya Sabha,NA,NA ,Rajasthan,Rajya Sabha Former Members List,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1227.pdf,Change of State in RS,changed_state_in_RS,mid_term,0,
1999,13,,M. VENKIAH NAIDU,BJP,M,,Rural Development,CM,30-09-2000,01-07-2002,Rajya Sabha,NA,NA ,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1673.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1702.pdf,,mid_term,mid_term,0,
2004,14,20,M.H. AMBAREESH,INC,M,,Information and Broadcasting,MoS,24-10-2006,22-05-2009,Lok Sabha,MANDYA,14_Karnataka_14_0_1,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1482.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,mid_term,end_of_term,1,Wife Sumalatha is a Lok Sabha MP from Mandya
2014,16,,M.J. AKBAR,BJP,M,,External Affairs,MoS,05-07-2016,17-10-2018,Rajya Sabha,NA,NA ,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_6.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1515.pdf,,mid_term,mid_term,0,
2009,15,32,M.K. ALAGIRI,DMK,M,OBC,Chemicals and Fertilizers,CM,28-05-2009,21-03-2013,Lok Sabha,MADURAI,15_Tamil_Nadu_32_0_1,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_935.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_870.pdf,,start_of_term,mid_term,1,"He is the elder son of chief minister and DMK president M Karunanidhi. As a first term MP from Madurai, he was made union chemicals and fertilizers minister. As the south zone organising secretary of the DMK, he wields a lot of power in the party and the administration."
2004,14,6,M.M. PALAM RAJU,INC,M,OBC,Defence,MoS,29-01-2006,22-05-2009,Lok Sabha,KAKINADA,14_Andhra_Pradesh_7_0_1,Andhra_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1477.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,mid_term,end_of_term,0,
2009,15,6,M.M. PALAM RAJU,INC,M,OBC,Defence,MoS,28-05-2009,28-10-2012,Lok Sabha,KAKINADA,15_Andhra_Pradesh_6_0_1,Andhra_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_935.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_874.pdf,,mid_term,mid_term,0,
2009,15,6,M.M. PALAM RAJU,INC,M,OBC,Human Resource Development,CM,28-10-2012,26-05-2014,Lok Sabha,KAKINADA,15_Andhra_Pradesh_6_0_1,Andhra_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_874.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,,mid_term,end_of_term,0,
2004,14,,M.S. GILL,INC,M,,Youth Affairs and Sports,MoS(IC),06-04-2008,22-05-2009,Rajya Sabha,NA,NA ,Punjab,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1486.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,mid_term,end_of_term,0,
2004,14,,M.V. RAJASHEKHARAN,INC,M,,Planning,MoS,22-05-2004,06-04-2008,Rajya Sabha,NA,NA ,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1486.pdf,,start_of_term,mid_term,0,
1998,12,,MADAN LAL KHURANA,BJP,M,,Parliamentary Affairs,CM,19-03-1998,30-01-1999,Lok Sabha,DELHI SADAR,12_Delhi_6_0_1,Delhi,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1639.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1647.pdf,,start_of_term,mid_term,1,Son Harish Khurana is a member of BJP. 
1998,12,,MADAN LAL KHURANA,BJP,M,,Tourism,CM,19-03-1998,30-01-1999,Lok Sabha,DELHI SADAR,12_Delhi_6_0_1,Delhi,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1639.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1647.pdf,,start_of_term,mid_term,1,Son Harish Khurana is a member of BJP. 
1991,10,,MADHAV RAO SCINDIA,INC,M,UC,Civil Aviation and Tourism,CM,21-06-1991,09-01-1993,Lok Sabha,GWALIOR,10_Madhya_Pradesh_3_0_1,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1549.pdf,,start_of_term,mid_term,1,"Father of Jyotiraditya Scindia, BJP MP"
1991,10,,MADHAV RAO SCINDIA,INC,M,UC,Human Resource Development,CM,10-02-1995,17-01-1996,Lok Sabha,GWALIOR,10_Madhya_Pradesh_3_0_1,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1579.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1596.pdf,,mid_term,mid_term,1,"Father of Jyotiraditya Scindia, BJP MP"
1991,10,,MADHAVSINH SOLANKI,INC,M,,External Affairs,CM,21-06-1991,31-03-1992,Rajya Sabha,NA,NA ,Gujarat,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1525.pdf,,start_of_term,mid_term,1,
2009,15,,MAHADEV S. KHANDELA,INC,M,,Road Transport and Highways,MoS,28-05-2009,19-01-2011,Lok Sabha,SIKAR,15_Rajasthan_5_0_1,Rajasthan,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_935.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_924.pdf,,mid_term,mid_term,0,
2009,15,,MAHADEV S. KHANDELA,INC,M,,Tribal Affairs,MoS,19-01-2011,27-10-2012,Lok Sabha,SIKAR,15_Rajasthan_5_0_1,Rajasthan,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_924.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_878.pdf,,mid_term,mid_term,0,
2004,14,,MAHAVIR PRASAD,INC,M,,Agro and Rural Industries,CM,22-05-2004,22-05-2009,Lok Sabha,BANSGAON,14_Uttar_Pradesh_33_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,Exception,Exception  (End of Term),start_of_term,end_of_term,0,
2004,14,,MAHAVIR PRASAD,INC,M,,Small-Scale Industry,CM,22-05-2004,22-05-2009,Lok Sabha,BANSGAON,14_Uttar_Pradesh_33_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,start_of_term,end_of_term,0,
1999,13,,MAJ. GEN. (RETD.) B. C. KHANDURI,BJP,M,,Road Transport and Highways,MoS(IC),07-11-2000,24-05-2003,Lok Sabha,GARHWAL,13_Uttar_Pradesh_2_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1677.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1719.pdf,,mid_term,mid_term,1,Son Manish Khanduri is a member of Congress
1999,13,,MAJ. GEN. (RETD.) B. C. KHANDURI,BJP,M,,Road Transport and Highways,CM,24-05-2003,22-05-2004,Lok Sabha,GARHWAL,13_Uttar_Pradesh_2_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1719.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1469.pdf,,mid_term,end_of_term,1,Son Manish Khanduri is a member of Congress
1999,13,,MAJ. GEN. (RETD.) B. C. KHANDURI,BJP,M,,Urban Development and Poverty Alleviation,CM,12-07-2003,08-09-2003,Lok Sabha,GARHWAL,13_Uttar_Pradesh_2_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1721.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1723.pdf,,mid_term,mid_term,1,Son Manish Khanduri is a member of Congress
2009,15,5,MALLIKARJUN KHARGE,INC,M,SC,Labour and Employment,CM,28-05-2009,17-06-2013,Lok Sabha,GULBARGA,15_Karnataka_5_0_1,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_935.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_867.pdf,,start_of_term,mid_term,0,"Kharge started out as a student leader at the Government Arts College in Gulbarg. After that he practised law for a while, and represented union workers in many cases. Then he made an entry into local politics and rose up in the ranks over the years."
2009,15,5,MALLIKARJUN KHARGE,INC,M,SC,Railways,CM,17-06-2013,26-05-2014,Lok Sabha,GULBARGA,15_Karnataka_5_0_1,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_867.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,,mid_term,end_of_term,0,"Kharge started out as a student leader at the Government Arts College in Gulbarg. After that he practised law for a while, and represented union workers in many cases. Then he made an entry into local politics and rose up in the ranks over the years."
2009,15,5,MALLIKARJUN KHARGE,INC,M,SC,Social Justice and Empowerment,CM,29-01-2014,26-05-2014,Lok Sabha,GULBARGA,15_Karnataka_5_0_1,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_864.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,,mid_term,end_of_term,0,"Kharge started out as a student leader at the Government Arts College in Gulbarg. After that he practised law for a while, and represented union workers in many cases. Then he made an entry into local politics and rose up in the ranks over the years."
1991,10,,MAMATA BANERJEE,INC,F,UC,Human Resource Development,MoS,21-06-1991,17-01-1993,Lok Sabha,CALCUTTA SOUTH,10_West_Bengal_23_0_1,West_Bengal,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1551.pdf,,start_of_term,mid_term,0,"Daughter of freedom fighter late Promileswar Banerjee, Mamata forayed into politics when she joined West Bengal Chhatra Parishad, student wing of Congress, while studying at the Jogmaya Debi College in Kolkata in 1970s. Graduating to party politics, she was General Secretary of West Bengal Mahila Congress in 1979-80 and subsequently held other posts in Congress. In 1984, she contested the Lok Sabha elections on a Congress ticket from Jadavpur and won against veteran Left leader Somnath Chatterjee."
1999,13,,MAMATA BANERJEE,AITC,F,UC,Railways,CM,13-10-1999,16-03-2001,Lok Sabha,CALCUTTA SOUTH,13_West_Bengal_23_0_1,West_Bengal,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1751.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1681.pdf,,start_of_term,mid_term,0,"Daughter of freedom fighter late Promileswar Banerjee, Mamata forayed into politics when she joined West Bengal Chhatra Parishad, student wing of Congress, while studying at the Jogmaya Debi College in Kolkata in 1970s. Graduating to party politics, she was General Secretary of West Bengal Mahila Congress in 1979-80 and subsequently held other posts in Congress. In 1984, she contested the Lok Sabha elections on a Congress ticket from Jadavpur and won against veteran Left leader Somnath Chatterjee."
1999,13,,MAMATA BANERJEE,AITC,F,UC,Minister Without Portfolio,CM,08-09-2003,09-01-2004,Lok Sabha,CALCUTTA SOUTH,13_West_Bengal_23_0_1,West_Bengal,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1723.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1463.pdf,,mid_term,mid_term,0,"Daughter of freedom fighter late Promileswar Banerjee, Mamata forayed into politics when she joined West Bengal Chhatra Parishad, student wing of Congress, while studying at the Jogmaya Debi College in Kolkata in 1970s. Graduating to party politics, she was General Secretary of West Bengal Mahila Congress in 1979-80 and subsequently held other posts in Congress. In 1984, she contested the Lok Sabha elections on a Congress ticket from Jadavpur and won against veteran Left leader Somnath Chatterjee."
1999,13,,MAMATA BANERJEE,AITC,F,UC,Coal and Mines,CM,09-01-2004,22-05-2004,Lok Sabha,CALCUTTA SOUTH,13_West_Bengal_23_0_1,West_Bengal,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1463.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1469.pdf,,mid_term,end_of_term,0,"Daughter of freedom fighter late Promileswar Banerjee, Mamata forayed into politics when she joined West Bengal Chhatra Parishad, student wing of Congress, while studying at the Jogmaya Debi College in Kolkata in 1970s. Graduating to party politics, she was General Secretary of West Bengal Mahila Congress in 1979-80 and subsequently held other posts in Congress. In 1984, she contested the Lok Sabha elections on a Congress ticket from Jadavpur and won against veteran Left leader Somnath Chatterjee."
2009,15,23,MAMATA BANERJEE,AITC,F,UC,Railways,CM,23-05-2009,19-05-2011,Lok Sabha,KOLKATA DAKSHIN,15_West_Bengal_23_0_1,West_Bengal,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_940.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_922.pdf,,start_of_term,mid_term,0,"Daughter of freedom fighter late Promileswar Banerjee, Mamata forayed into politics when she joined West Bengal Chhatra Parishad, student wing of Congress, while studying at the Jogmaya Debi College in Kolkata in 1970s. Graduating to party politics, she was General Secretary of West Bengal Mahila Congress in 1979-80 and subsequently held other posts in Congress. In 1984, she contested the Lok Sabha elections on a Congress ticket from Jadavpur and won against veteran Left leader Somnath Chatterjee."
